car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
1721.0,3.0,2024.0,3.4,304.0,3.0,0.0,2.0,0.0,9.4,111824.0,194.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0
1722.0,6.0,2017.0,3.9,338.0,2.0,0.0,0.0,89790.0,6.2,73629.0,145.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0
1723.0,3.0,2022.0,3.6,355.0,3.0,0.0,2.0,8937.0,11.5,101879.0,249.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,7.0
1724.0,7.0,2024.0,3.6,326.0,0.0,0.0,0.0,0.0,9.0,133975.0,201.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0
1725.0,5.0,2021.0,2.6,227.0,3.0,0.0,2.0,47322.0,8.2,62066.0,164.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,4.0
1726.0,1.0,2023.0,3.1,304.0,2.0,0.0,0.0,15022.0,6.5,41524.0,132.0,4.0,5.0,3.0,0.0,1.9430477167778348,0.0,2.0,4.0
1727.0,5.0,2013.0,3.2,291.0,3.0,0.0,2.0,265070.0,9.2,37555.0,213.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,4.0
1728.0,4.0,2009.0,1.7,205.0,0.0,0.0,1.0,177476.0,6.0,20568.0,124.0,5.0,5.0,4.0,0.0,5.0,0.0,2.0,7.0
1729.0,1.0,2016.0,3.5,314.0,0.0,0.0,2.0,86142.0,8.6,36616.0,187.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,2.0
1730.0,4.0,2024.0,2.4,195.0,2.0,0.0,1.0,0.0,6.5689870822226775,45729.0,117.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0
1731.0,10.0,2018.0,0.0,377.0,1.0,0.0,0.0,61523.0,0.0,65234.0,0.0,4.0,5.0,1.0,6.0,1.0,0.0,2.0,1.0
1732.0,2.0,2015.0,4.4,401.0,3.0,0.0,2.0,111263.0,11.4,45619.0,144.1056777493606,4.0,5.0,3.0,5.0,2.0,0.0,2.0,0.0
1733.0,6.0,2012.0,3.1,341.0,2.0,0.0,0.0,130375.0,5.7,54083.0,120.0,5.0,5.0,4.0,5.0,5.0,0.0,2.0,6.0
1734.0,4.0,2010.0,2.2,183.0,2.0,0.0,0.0,210354.0,5.7,18204.0,114.0,5.0,5.0,4.0,3.0,2.0,0.0,1.0,6.0
1735.0,0.0,2017.0,2.9,252.0,2.0,0.0,1.0,87865.0,5.6,23044.0,121.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0
1736.0,0.0,2017.0,1.7,131.0,2.0,0.0,2.0,109234.0,3.9,18516.0,87.0,3.0,5.0,2.0,2.0,3.0,0.0,2.0,6.0
1737.0,4.0,2013.0,1.7,131.0,2.0,0.0,1.0,160458.0,3.5,22451.0,61.0,5.0,5.0,4.0,0.0,3.0,0.0,0.0,4.0
1738.0,0.0,2019.0,2.2,207.0,2.0,0.0,2.0,76837.0,5.0,25486.0,103.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,7.0
1739.0,3.0,2012.0,3.3,316.0,0.0,0.0,2.0,222664.0,8.4,62878.0,202.0,4.0,4.0,3.0,5.0,3.0,0.0,2.0,5.0
1740.0,11.0,2018.0,0.0,397.0,1.0,0.0,0.0,114447.0,0.0,112088.0,0.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0
1741.0,9.0,2024.0,0.0,181.0,1.0,0.0,2.0,23599.0,0.0,61312.0,0.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0
1742.0,5.0,2012.0,3.4,237.0,0.0,0.0,0.0,280835.0,8.9,28330.0,188.0,5.0,5.0,4.0,4.0,5.0,1.0,2.0,0.0
1743.0,10.0,2019.0,0.0,232.0,1.0,0.0,0.0,64443.0,0.0,77114.0,0.0,4.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0
1744.0,1.0,2010.0,2.0,236.0,2.0,0.0,2.0,228307.0,4.6,14748.0,120.0,4.0,5.0,3.0,5.0,2.0,0.0,2.0,4.0
1745.0,5.0,2017.0,2.1,149.0,2.0,0.0,0.0,162655.0,6.5689870822226775,38272.0,113.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0,4.0
1746.0,2.0,2017.0,2.2,197.0,3.0,0.0,2.0,86417.0,8.5,41044.0,186.0,4.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0
1747.0,9.0,2024.0,0.0,199.0,1.0,0.0,2.0,15199.0,0.0,68152.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0
1748.0,0.0,2020.0,2.9,240.0,0.0,1.0,2.0,100852.0,7.9,25325.0,144.1056777493606,3.0,5.0,2.0,5.0,1.0,0.0,2.0,6.0
1749.0,7.0,2015.0,4.3,321.0,2.0,0.0,0.0,95343.0,6.9,87954.0,164.0,5.0,5.0,4.0,5.0,2.0,1.0,0.0,4.0
1750.0,7.0,2021.0,3.2,334.0,0.0,0.0,0.0,30092.0,8.0,129230.0,165.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,3.0
1751.0,2.0,2017.0,4.1,297.0,0.0,0.0,2.0,144458.0,9.7,33016.0,214.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0
1752.0,6.0,2020.0,3.1,308.0,2.0,0.0,0.0,60908.0,5.9,88538.0,123.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0
1753.0,3.0,2009.0,0.0,456.0,1.0,0.0,0.0,150872.0,0.0,65744.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0
1754.0,1.0,2020.0,2.4,183.0,3.0,0.0,2.0,88478.0,8.4,37311.0,187.0,4.0,5.0,3.0,5.0,1.0,0.0,2.0,6.0
1755.0,0.0,2023.0,2.6,252.0,3.0,0.0,2.0,13460.0,8.5,33221.0,204.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,6.0
1756.0,1.0,2012.0,2.3,214.0,0.0,0.0,2.0,242657.0,7.8,14386.0,175.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0,5.0
1757.0,7.0,2018.0,3.7,395.0,3.0,0.0,0.0,169358.0,10.2,98997.0,225.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,5.0
1758.0,1.0,2017.0,1.7,142.0,0.0,0.0,0.0,112736.0,6.8,24052.0,150.0,4.0,5.0,3.0,3.0,1.0,0.0,2.0,5.0
1759.0,1.0,2019.0,3.2,272.0,2.0,0.0,0.0,94433.0,6.3,34762.0,138.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,4.0
1760.0,0.0,2021.0,2.5,266.0,0.0,0.0,1.0,57457.0,7.8,29462.0,183.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0
1761.0,7.0,2023.0,4.3,334.0,2.0,0.0,0.0,12981.0,6.6,114328.0,145.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0
1762.0,1.0,2015.0,1.9,230.0,0.0,0.0,0.0,118743.0,6.9,27939.0,144.1056777493606,4.0,5.0,3.0,5.0,1.0,0.0,2.0,7.0
1763.0,0.0,2010.0,1.8,152.0,2.0,0.0,2.0,200172.0,4.6,5297.0,99.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0
1764.0,1.0,2023.0,3.2,252.0,2.0,0.0,2.0,5493.0,5.2,44427.0,110.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,0.0
1765.0,2.0,2017.0,3.8,364.0,2.0,0.0,0.0,145896.0,6.6,50551.0,135.0,4.0,5.0,3.0,5.0,2.0,0.0,2.0,6.0
1766.0,5.0,2021.0,3.1,260.0,0.0,0.0,0.0,42188.0,8.2,45216.0,161.0,5.0,5.0,4.0,5.0,1.0,0.0,1.0,4.0
1767.0,7.0,2008.0,4.3,339.0,0.0,0.0,0.0,273615.0,9.5,50166.0,206.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0
1768.0,11.0,2011.0,0.0,345.0,1.0,0.0,0.0,269859.0,0.0,75288.0,0.0,4.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0
1769.0,0.0,2010.0,2.3,237.0,3.0,1.0,2.0,191961.0,8.5,11044.0,177.0,5.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0
1770.0,11.0,2006.0,0.0,486.0,1.0,0.0,0.0,149827.0,0.0,92213.0,0.0,4.0,5.0,3.0,3.0,3.0,0.0,0.0,7.0
1771.0,5.0,2024.0,2.2,200.0,2.0,0.0,0.0,0.0,5.1,69994.0,120.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,2.0
1772.0,2.0,2022.0,3.5,359.0,2.0,0.0,0.0,43740.0,6.8,59730.0,146.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
1773.0,5.0,2022.0,2.9,264.0,2.0,0.0,0.0,43916.0,5.5,56298.0,112.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,4.0
1774.0,8.0,2023.0,2.9,238.0,3.0,0.0,2.0,38922.0,9.7,63549.0,222.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0
1775.0,11.0,2018.0,0.0,355.0,1.0,0.0,2.0,128977.0,0.0,133956.0,0.0,4.0,5.0,3.0,5.0,1.0,0.0,2.0,1.0
1776.0,2.0,2015.0,3.1,241.0,3.0,0.0,0.0,131731.0,9.7,37925.0,221.0,4.0,5.0,3.0,5.0,2.0,0.0,1.0,0.0
1777.0,7.0,2022.0,4.1,387.0,2.0,0.0,0.0,15552.0,6.8,122635.0,140.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0,1.0
1778.0,5.0,2007.0,3.1,319.0,3.0,0.0,2.0,300000.0,8.0,28576.0,176.0,5.0,5.0,4.0,5.0,5.0,0.0,2.0,5.0
1779.0,2.0,2018.0,3.2,306.0,3.0,0.0,0.0,126155.0,9.6,54119.0,210.0,4.0,5.0,3.0,1.0,2.0,0.0,0.0,3.0
1780.0,4.0,2016.0,2.3,202.0,2.0,0.0,0.0,80030.0,5.2,40541.0,106.0,5.0,5.0,4.0,4.0,2.0,0.0,0.0,7.0
1781.0,0.0,2022.0,2.4,252.0,3.0,0.0,2.0,29141.0,8.5,31632.0,179.0,5.0,4.0,2.0,0.0,1.9430477167778348,0.0,0.0,7.0
1782.0,3.0,2011.0,4.1,341.0,3.0,0.0,2.0,247411.0,9.6,52082.0,220.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0
1783.0,6.0,2021.0,3.8,289.0,2.0,0.0,0.0,42926.0,6.2,78615.0,132.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0
1784.0,8.0,2009.0,2.5,167.0,3.0,0.0,2.0,244491.0,8.7,22872.0,200.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
1785.0,6.0,2019.0,4.1,319.0,0.0,0.0,0.0,67067.0,10.0,80211.0,204.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,2.0
1786.0,9.0,2018.0,0.0,211.0,1.0,0.0,2.0,70087.0,0.0,47581.0,0.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
1787.0,5.0,2024.0,3.4,322.0,0.0,0.0,0.0,14842.0,8.3,79007.0,182.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0
1788.0,1.0,2024.0,1.7,225.0,2.0,1.0,2.0,21244.0,4.4,46530.0,101.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,7.0
1789.0,5.0,2024.0,3.3,345.0,2.0,0.0,0.0,8909.0,6.6,78335.0,153.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,7.0
1790.0,3.0,2018.0,0.0,464.0,1.0,0.0,2.0,77972.0,0.0,102828.0,0.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,4.0
1791.0,2.0,2023.0,3.2,262.0,0.0,0.0,2.0,0.0,8.6,63134.0,205.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,2.0
1792.0,1.0,2008.0,2.7,260.0,0.0,1.0,0.0,300000.0,7.7,11456.0,152.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0
1793.0,4.0,2009.0,2.0,230.0,2.0,0.0,1.0,217242.0,4.5,21440.0,108.0,5.0,5.0,4.0,5.0,2.0,0.0,2.0,2.0
1794.0,8.0,2020.0,2.0,255.0,3.0,0.0,2.0,75172.0,8.2,47253.0,179.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,5.0
1795.0,1.0,2023.0,1.9,254.0,3.0,0.0,2.0,39972.0,8.0,45161.0,161.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0
1796.0,4.0,2021.0,1.9,210.0,3.0,0.0,1.0,37171.0,7.0,41276.0,160.0,5.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0
1797.0,0.0,2023.0,2.6,289.0,0.0,1.0,2.0,1207.0,7.0,33756.0,139.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0
1798.0,7.0,2020.0,3.3,320.0,0.0,0.0,0.0,20040.0,8.8,103101.0,199.0,5.0,5.0,4.0,0.0,2.0,1.0,0.0,3.0
1799.0,1.0,2014.0,3.3,287.0,0.0,0.0,2.0,99925.0,8.0,29608.0,186.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,2.0
1800.0,2.0,2018.0,4.4,417.0,0.0,0.0,2.0,132361.0,10.1,49790.0,219.0,4.0,5.0,3.0,0.0,4.0,0.0,0.0,4.0
1801.0,5.0,2013.0,2.6,201.0,3.0,0.0,2.0,173272.0,8.0,43361.0,163.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,1.0
1802.0,6.0,2006.0,3.6,249.0,3.0,0.0,0.0,278285.0,9.7,36267.0,212.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,6.0
1803.0,3.0,2016.0,0.0,451.0,1.0,0.0,0.0,75120.0,0.0,95259.0,0.0,4.0,5.0,3.0,0.0,2.0,0.0,2.0,2.0
1804.0,1.0,2012.0,2.8,208.0,0.0,0.0,2.0,144626.0,7.1,21691.0,166.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,0.0
1805.0,0.0,2005.0,2.3,264.0,0.0,0.0,1.0,300000.0,6.4,8009.0,127.0,5.0,5.0,2.0,5.0,4.0,0.0,2.0,7.0
1806.0,2.0,2012.0,2.9,287.0,2.0,0.0,2.0,165524.0,5.8,35603.0,118.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,5.0
1807.0,4.0,2024.0,2.2,219.0,0.0,0.0,1.0,11686.0,6.6,51546.0,140.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0
1808.0,0.0,2006.0,2.484554678692221,291.0,3.0,0.0,1.0,114363.0,9.4,16429.0,212.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,5.0
1809.0,3.0,2021.0,0.0,380.0,1.0,0.0,0.0,65312.0,0.0,114742.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0
1810.0,2.0,2015.0,2.7,251.0,2.0,0.0,2.0,95029.0,5.3,43837.0,119.0,4.0,5.0,3.0,5.0,1.0,1.0,0.0,6.0
1811.0,5.0,2019.0,3.0,319.0,3.0,0.0,0.0,69695.0,9.3,54115.0,201.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,5.0
1812.0,4.0,2022.0,1.8,162.0,0.0,0.0,0.0,39436.0,6.1,45013.0,144.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0
1813.0,2.0,2014.0,4.3,346.0,3.0,0.0,2.0,242102.0,10.2,48074.0,214.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,3.0
1814.0,0.0,2020.0,2.3,260.0,3.0,0.0,2.0,8897.0,9.1,33942.0,213.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0
1815.0,0.0,2011.0,3.0,305.0,0.0,1.0,1.0,216312.0,8.2,13454.0,196.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,0.0
1816.0,7.0,2020.0,3.2,377.0,2.0,0.0,0.0,67032.0,6.6,113889.0,137.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,7.0
1817.0,5.0,2012.0,2.4,245.0,2.0,0.0,0.0,184507.0,4.8,38907.0,112.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,6.0
1818.0,11.0,2020.0,0.0,469.0,1.0,0.0,0.0,73208.0,0.0,198562.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0
1819.0,10.0,2022.0,0.0,270.0,1.0,0.0,2.0,29386.0,0.0,71567.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0
1820.0,1.0,2020.0,1.8,249.0,2.0,0.0,0.0,98337.0,4.1,34285.0,82.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0
1821.0,2.0,2012.0,3.2,307.0,3.0,0.0,2.0,179199.0,8.9,40001.0,206.0,4.0,5.0,3.0,0.0,4.0,0.0,0.0,2.0
1822.0,1.0,2017.0,3.0,259.0,3.0,0.0,2.0,71783.0,8.4,34067.0,189.0,4.0,5.0,3.0,2.0,3.0,0.0,0.0,4.0
1823.0,10.0,2013.0,0.0,359.0,1.0,0.0,0.0,285590.0,0.0,38965.0,0.0,4.0,5.0,1.0,6.0,4.0,1.0,0.0,3.0
1824.0,5.0,2019.0,2.4,215.0,0.0,0.0,0.0,51507.0,7.3,48843.0,159.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0
1825.0,8.0,2024.0,2.6,172.0,3.0,0.0,2.0,8543.0,8.4,73322.0,174.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1826.0,4.0,2007.0,2.1,207.0,0.0,0.0,1.0,186054.0,6.6,17094.0,133.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,6.0
1827.0,1.0,2023.0,2.4,192.0,0.0,0.0,2.0,24671.0,7.0,34882.0,137.0,4.0,5.0,3.0,5.0,0.0,0.0,1.0,5.0
1828.0,5.0,2014.0,2.7,265.0,3.0,0.0,0.0,166256.0,8.8,35278.0,196.0,5.0,5.0,4.0,2.0,1.9430477167778348,1.0,2.0,2.0
1829.0,4.0,2021.0,1.7,182.0,0.0,0.0,0.0,33137.0,6.0,45713.0,124.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0,1.0
1830.0,4.0,2020.0,1.7,227.0,0.0,0.0,0.0,65789.0,6.0,35708.0,134.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0
1831.0,4.0,2019.0,2.4,273.0,2.0,0.0,0.0,66585.0,5.4,47018.0,122.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0
1832.0,1.0,2019.0,3.0,322.0,3.0,0.0,0.0,92722.0,9.5,30454.0,202.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,2.0
1833.0,9.0,2020.0,0.0,197.0,1.0,0.0,2.0,34562.0,0.0,51358.0,0.0,5.0,4.0,2.0,5.0,1.0,0.0,2.0,0.0
1834.0,0.0,2011.0,2.6,213.0,2.0,1.0,1.0,276324.0,6.0,8923.0,137.0,3.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0
1835.0,5.0,2023.0,3.3,349.0,3.0,0.0,2.0,23975.0,9.8,71096.0,220.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,7.0
1836.0,1.0,2011.0,3.4,284.0,2.0,1.0,2.0,300000.0,5.8,17909.0,133.0,4.0,5.0,3.0,5.0,4.0,0.0,2.0,4.0
1837.0,1.0,2012.0,1.6,143.0,3.0,1.0,0.0,195202.0,7.0,20276.0,161.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0,7.0
1838.0,11.0,2021.0,0.0,577.0,1.0,0.0,2.0,43518.0,0.0,172219.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,7.0
1839.0,0.0,2021.0,1.7,199.0,0.0,0.0,2.0,42225.0,6.7,31376.0,135.0,3.0,4.0,2.0,5.0,1.9430477167778348,0.0,0.0,6.0
1840.0,4.0,2021.0,1.5,158.0,0.0,0.0,0.0,55966.0,5.7,38690.0,106.0,5.0,5.0,4.0,0.0,1.9430477167778348,0.0,0.0,7.0
1841.0,6.0,2019.0,2.484554678692221,309.0,0.0,0.0,0.0,84900.0,8.7,69455.0,196.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,5.0
1842.0,10.0,2020.0,0.0,263.0,1.0,0.0,2.0,40643.0,0.0,73461.0,0.0,4.0,5.0,1.0,3.0,1.9430477167778348,0.0,0.0,2.0
1843.0,0.0,2009.0,1.6,148.0,2.0,1.0,2.0,195060.0,4.2,6394.0,93.0,3.0,5.0,2.0,4.0,3.0,0.0,3.0,3.0
1844.0,7.0,2018.0,4.0,314.0,0.0,0.0,0.0,44957.0,9.4,88618.0,199.0,5.0,5.0,4.0,2.0,3.0,0.0,2.0,2.0
1845.0,6.0,2022.0,3.3,329.0,3.0,0.0,0.0,18866.0,9.1,69197.0,189.0,5.0,5.0,4.0,0.0,2.0,1.0,2.0,1.0
1846.0,7.0,2023.0,4.1,397.0,3.0,0.0,0.0,18170.0,10.2,122506.0,215.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0
1847.0,3.0,2023.0,0.0,367.0,1.0,0.0,2.0,44946.0,6.5689870822226775,127398.0,0.0,4.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0
1848.0,1.0,2014.0,2.0,226.0,3.0,0.0,2.0,102338.0,7.7,31829.0,165.0,4.0,5.0,3.0,0.0,2.0,0.0,2.0,4.0
1849.0,4.0,2011.0,2.484554678692221,175.0,3.0,0.0,1.0,176675.0,8.0,16476.0,164.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,6.0
1850.0,1.0,2020.0,2.3,220.0,3.0,0.0,0.0,50656.0,8.4,35990.0,189.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,5.0
1851.0,5.0,2014.0,2.0,216.0,3.0,0.0,2.0,149682.0,7.9,39715.0,172.0,5.0,5.0,4.0,3.0,2.0,0.0,0.0,4.0
1852.0,11.0,2007.0,0.0,530.0,1.0,0.0,2.0,176409.0,0.0,83590.0,0.0,4.0,5.0,3.0,4.0,4.0,1.0,0.0,6.0
1853.0,6.0,2019.0,3.3,276.0,3.0,0.0,0.0,104121.0,9.2,61079.0,186.0,5.0,5.0,4.0,4.0,3.0,0.0,2.0,0.0
1854.0,2.0,2023.0,2.6,253.0,3.0,0.0,0.0,14761.0,8.8,52299.0,196.0,4.0,5.0,3.0,0.0,1.0,1.0,2.0,3.0
1855.0,5.0,2014.0,2.1,153.0,0.0,0.0,2.0,120476.0,7.4,35924.0,180.0,5.0,5.0,4.0,2.0,2.0,0.0,2.0,2.0
1856.0,5.0,2014.0,2.8,249.0,3.0,0.0,2.0,173524.0,9.2,48839.0,210.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,1.0
1857.0,6.0,2020.0,3.0,223.0,2.0,0.0,0.0,51192.0,5.6,78269.0,123.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0
1858.0,6.0,2010.0,3.6,292.0,0.0,0.0,0.0,270891.0,9.1,39116.0,211.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,2.0
1859.0,5.0,2018.0,2.4,291.0,2.0,0.0,2.0,37840.0,5.0,55704.0,130.0,5.0,5.0,4.0,5.0,2.0,1.0,0.0,7.0
1860.0,8.0,2008.0,2.9,290.0,3.0,0.0,2.0,224837.0,9.6,28322.0,215.0,2.0,2.0,0.0,3.0,4.0,1.0,2.0,3.0
1861.0,3.0,2020.0,4.7,351.0,0.0,0.0,0.0,81765.0,10.5,107725.0,232.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,6.0
1862.0,6.0,2021.0,3.7,318.0,0.0,0.0,0.0,36086.0,9.1,79688.0,198.0,5.0,5.0,4.0,3.0,1.0,0.0,3.0,4.0
1863.0,2.0,2015.0,3.9,332.0,0.0,0.0,2.0,136171.0,9.0,50890.0,191.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,3.0
1864.0,6.0,2012.0,3.3,235.0,2.0,0.0,0.0,165138.0,6.3,57611.0,150.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0
1865.0,5.0,2020.0,2.484554678692221,173.0,3.0,0.0,2.0,68336.0,8.1,52205.0,169.0,5.0,5.0,4.0,2.0,1.0,2.0,0.0,4.0
1866.0,1.0,2023.0,2.2,265.0,2.0,0.0,0.0,12400.0,4.3,44706.0,84.0,4.0,5.0,3.0,5.0,1.0,0.0,2.0,0.0
1867.0,5.0,2013.0,3.2,361.0,2.0,0.0,0.0,141716.0,5.5,40700.0,128.0,5.0,5.0,4.0,5.0,5.0,1.0,0.0,2.0
1868.0,3.0,2014.0,4.2,339.0,0.0,0.0,0.0,171436.0,8.7,78072.0,187.0,4.0,5.0,3.0,2.0,1.9430477167778348,0.0,0.0,0.0
1869.0,7.0,2010.0,3.3,263.0,2.0,0.0,0.0,59882.0,6.5689870822226775,57857.0,122.0,5.0,5.0,4.0,0.0,4.0,1.0,1.0,4.0
1870.0,5.0,2023.0,2.3,231.0,0.0,0.0,2.0,7783.0,7.3,66884.0,171.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0
1871.0,2.0,2023.0,4.4,352.0,0.0,0.0,0.0,22691.0,9.8,76886.0,212.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,7.0
1872.0,1.0,2016.0,2.8,216.0,3.0,0.0,0.0,91511.0,9.7,30657.0,209.0,4.0,5.0,3.0,0.0,2.0,2.0,0.0,4.0
1873.0,7.0,2022.0,3.0,264.0,0.0,0.0,0.0,854.0,7.9,104198.0,179.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0
1874.0,9.0,2018.0,0.0,192.0,1.0,0.0,2.0,55594.0,0.0,47861.0,0.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0,4.0
1875.0,0.0,2014.0,2.5,254.0,0.0,1.0,1.0,159907.0,7.5,14389.0,145.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,0.0
1876.0,4.0,2007.0,2.2,264.0,0.0,0.0,1.0,300000.0,6.9,16653.0,159.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,6.0
1877.0,2.0,2015.0,2.9,240.0,2.0,0.0,2.0,134197.0,5.3,47462.0,115.0,4.0,5.0,3.0,1.0,2.0,0.0,3.0,1.0
1878.0,1.0,2024.0,1.6,127.0,0.0,0.0,0.0,0.0,6.0,46788.0,119.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0
1879.0,11.0,2021.0,0.0,407.0,1.0,0.0,0.0,20668.0,0.0,210181.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,7.0
1880.0,5.0,2021.0,2.7,246.0,0.0,0.0,2.0,37566.0,7.0,52108.0,162.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0
1881.0,2.0,2018.0,2.0,259.0,3.0,0.0,2.0,89918.0,8.3,41867.0,191.0,4.0,5.0,3.0,0.0,2.0,1.0,2.0,3.0
1882.0,3.0,2016.0,3.7,273.0,0.0,0.0,0.0,117490.0,8.7,90963.0,200.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,3.0
1883.0,4.0,2019.0,2.0,168.0,3.0,0.0,0.0,106843.0,7.2,36365.0,161.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,7.0
1884.0,4.0,2016.0,1.9,165.0,3.0,0.0,0.0,111619.0,7.3,28545.0,157.0,5.0,5.0,4.0,2.0,3.0,1.0,0.0,6.0
